bodyType,brand,color,engineDisplacement,enginePower,fuelType,mileage,modelDate,model_info,numberOfDoors,sell_id,vehicleTransmission,vhp,gear,wheel,price,sample
внедорожник 5 дв.,MERCEDES,чёрный,3.5,272,бензин,167000,2008,M_KLASSE,5.0,1102332619,автоматическая,Оригинал,полный,Левый,785000,1
внедорожник 5 дв.,MERCEDES,чёрный,6.0,612,бензин,16455,2013,G_KLASSE_AMG,5.0,1101456012,автоматическая,Оригинал,полный,Левый,12300000,1
купе,MERCEDES,серый,5.5,585,бензин,7000,2016,S_KLASSE_AMG,2.0,1102369195,автоматическая,Оригинал,полный,Левый,7299000,1
седан,MERCEDES,белый,3.0,249,дизель,110000,2016,CLS_KLASSE,4.0,1101693323,автоматическая,Оригинал,полный,Левый,2950000,1
внедорожник 5 дв.,MERCEDES,красный,2.0,249,бензин,20300,2019,GLC_COUPE,5.0,1102693796,автоматическая,Оригинал,полный,Левый,4400000,1
седан,MERCEDES,зелёный,2.8,193,бензин,280000,1994,C_KLASSE,4.0,1102272016,автоматическая,Оригинал,задний,Левый,310000,1
седан,MERCEDES,коричневый,3.0,231,бензин,44350,2010,C_KLASSE,4.0,1102032613,автоматическая,Оригинал,полный,Левый,1180000,1
хэтчбек 5 дв.,MERCEDES,чёрный,2.0,136,бензин,136000,2007,B_KLASSE,5.0,1102661910,вариатор,Оригинал,передний,Левый,499000,1
внедорожник 5 дв.,MERCEDES,синий,3.0,258,дизель,162700,2013,GL_KLASSE,5.0,1102023016,автоматическая,Дубликат,полный,Левый,2099000,1
седан long,MERCEDES,синий,5.5,388,бензин,250000,2007,S_KLASSE,4.0,1101836741,автоматическая,Оригинал,полный,Левый,800000,1
внедорожник 5 дв.,MERCEDES,чёрный,3.0,249,дизель,147000,2015,GL_KLASSE,5.0,1102475316,автоматическая,Оригинал,полный,Левый,2799000,1
седан,MERCEDES,серый,3.5,306,бензин,195000,2012,E_KLASSE,4.0,1089025888,автоматическая,Оригинал,полный,Левый,999999,1
седан,MERCEDES,белый,1.8,156,бензин,122000,2011,C_KLASSE,4.0,1102448227,автоматическая,Оригинал,задний,Левый,850000,1
внедорожник 5 дв.,MERCEDES,серый,2.0,211,бензин,14000,2019,GLC_KLASSE,5.0,1102561462,автоматическая,Оригинал,полный,Левый,3799999,1
внедорожник 5 дв.,MERCEDES,чёрный,5.0,296,бензин,160000,2001,G_KLASSE,5.0,1094165772,автоматическая,Оригинал,полный,Левый,1450000,1
внедорожник 5 дв.,MERCEDES,чёрный,3.5,272,бензин,177500,2007,M_KLASSE,5.0,1102699481,автоматическая,Оригинал,полный,Левый,815000,1
внедорожник 5 дв.,MERCEDES,белый,2.0,245,дизель,15800,2019,GLC_COUPE,5.0,1102343229,автоматическая,Оригинал,полный,Левый,4350000,1
седан,MERCEDES,чёрный,3.2,220,бензин,240000,1997,E_KLASSE,4.0,1101770362,автоматическая,Оригинал,задний,Левый,210000,1
седан,MERCEDES,серый,3.0,333,бензин,71000,2016,E_KLASSE,4.0,1102180554,автоматическая,Оригинал,полный,Левый,2915000,1
внедорожник 5 дв.,MERCEDES,чёрный,2.1,170,дизель,89900,2016,GLC_COUPE,5.0,1102695316,автоматическая,Оригинал,полный,Левый,2999900,1
родстер,MERCEDES,белый,1.8,204,бензин,32450,2013,SLK_KLASSE,2.0,1102042487,автоматическая,Оригинал,задний,Левый,2200000,1
седан,MERCEDES,зелёный,2.3,132,бензин,100000,1989,W124,4.0,1098932704,механическая,Оригинал,задний,Левый,235000,1
седан,MERCEDES,чёрный,1.8,156,бензин,168000,2011,C_KLASSE,4.0,1098047662,автоматическая,Оригинал,задний,Левый,1050000,1
внедорожник 5 дв. 4x4,MERCEDES,чёрный,4.0,422,бензин,28000,2016,G_KLASSE,5.0,1088316226,автоматическая,Оригинал,полный,Левый,16000000,1
родстер,MERCEDES,бежевый,2.8,170,бензин,3000,1969,SL_KLASSE,2.0,1066343730,автоматическая,Оригинал,задний,Левый,13428944,1
седан,MERCEDES,серебристый,2.4,170,бензин,333500,1998,E_KLASSE,4.0,1102374596,механическая,Дубликат,задний,Левый,210000,1
седан,AUDI,голубой,1.8,160,бензин,206000,2010,A4,4.0,1097540975,вариатор,Дубликат,передний,Левый,650000,1
универсал 5 дв.,AUDI,серебристый,2.7,250,бензин,250000,2002,ALLROAD,5.0,1102529559,автоматическая,Оригинал,полный,Левый,330000,1
седан,AUDI,синий,2.0,130,бензин,303256,2005,A4,4.0,1102002804,вариатор,Оригинал,передний,Левый,380000,1
купе,AUDI,белый,2.0,180,бензин,160000,2008,A5,2.0,1102154276,вариатор,Дубликат,передний,Левый,640000,1
внедорожник 5 дв.,AUDI,синий,2.0,177,дизель,120000,2015,Q5,5.0,1098313530,роботизированная,Оригинал,полный,Левый,1700000,1
универсал 5 дв.,AUDI,чёрный,2.0,140,дизель,375000,2005,A4,5.0,1081329572,вариатор,Оригинал,передний,Левый,450000,1
лифтбек,AUDI,серый,3.0,300,бензин,260000,2010,A7,5.0,1102539061,роботизированная,Дубликат,полный,Левый,1150000,1
хэтчбек 5 дв. sportback,AUDI,чёрный,1.2,105,бензин,72000,2012,A3,5.0,1101883046,роботизированная,Оригинал,передний,Левый,693000,1
универсал 5 дв.,AUDI,синий,1.8,125,бензин,380000,1998,A4,5.0,1099557526,механическая,Оригинал,передний,Левый,260000,1
седан,AUDI,серебристый,2.4,177,бензин,231317,2005,A6,4.0,1102258832,вариатор,Оригинал,передний,Левый,450000,1
седан,AUDI,белый,1.4,150,бензин,57000,2017,A3,4.0,1101513057,роботизированная,Оригинал,передний,Левый,1600000,1
хэтчбек 5 дв.,AUDI,синий,1.6,101,бензин,189757,2001,A3,5.0,1102444650,автоматическая,Оригинал,передний,Левый,280000,1
внедорожник 5 дв.,AUDI,чёрный,2.0,225,бензин,149985,2013,Q5,5.0,1102667070,автоматическая,Оригинал,полный,Левый,2050000,1
лифтбек,AUDI,белый,3.0,310,бензин,89000,2013,A7,5.0,1102265523,роботизированная,Дубликат,полный,Левый,1700000,1
седан,AUDI,серый,2.4,170,бензин,149000,2003,A4,4.0,1100911596,вариатор,Оригинал,передний,Левый,350000,1
седан,AUDI,белый,1.8,190,бензин,119000,2015,A6,4.0,1101835233,роботизированная,Дубликат,передний,Левый,1450000,1
внедорожник 5 дв.,AUDI,оранжевый,2.0,170,бензин,122000,2012,Q3,5.0,1102614489,роботизированная,Оригинал,полный,Левый,1150000,1
купе,AUDI,синий,3.0,239,дизель,206200,2009,A5,2.0,1102371553,автоматическая,Оригинал,полный,Левый,1300000,1
внедорожник 5 дв.,AUDI,серебристый,2.0,170,бензин,150000,2012,Q3,5.0,1102639499,роботизированная,Оригинал,полный,Левый,1050000,1
лифтбек sportback,AUDI,белый,2.0,211,бензин,130000,2012,A5,5.0,1102150712,роботизированная,Оригинал,полный,Левый,1100000,1
хэтчбек 5 дв. sportback,AUDI,белый,1.2,105,бензин,65000,2014,A3,5.0,1075830479,роботизированная,Оригинал,передний,Левый,900000,1
седан,AUDI,серый,2.0,225,бензин,141028,2014,A4,4.0,1101532656,роботизированная,Оригинал,полный,Левый,1250000,1
седан,AUDI,чёрный,2.6,150,бензин,384000,1993,100,4.0,1102521634,механическая,Дубликат,передний,Левый,115000,1
седан,AUDI,серебристый,2.0,180,бензин,103000,2011,A6,4.0,1102535129,вариатор,Оригинал,передний,Левый,1150000,1
седан,AUDI,серый,1.6,102,бензин,390000,2002,A4,4.0,1101713996,механическая,Оригинал,передний,Левый,280000,1
седан,AUDI,чёрный,1.8,160,бензин,224000,2008,A4,4.0,1101634318,вариатор,Оригинал,передний,Левый,640000,1
седан,AUDI,чёрный,2.7,230,бензин,300000,2000,A6,4.0,1099248310,автоматическая,Оригинал,передний,Левый,230000,1
седан,AUDI,серый,2.0,190,дизель,69000,2017,A4,4.0,1102624324,роботизированная,Оригинал,полный,Левый,2220000,1
седан,AUDI,чёрный,3.0,218,бензин,382700,2006,A6,4.0,1101486950,вариатор,Оригинал,передний,Левый,450000,1
седан,AUDI,синий,2.4,165,бензин,240000,1997,A6,4.0,1102546157,автоматическая,Дубликат,передний,Левый,195000,1
хэтчбек 5 дв. sportback,AUDI,чёрный,1.2,105,бензин,170000,2011,A3,5.0,1102622786,роботизированная,Дубликат,передний,Левый,560000,1
седан,AUDI,серый,1.8,190,бензин,95000,2016,A6,4.0,1102571803,роботизированная,Оригинал,передний,Левый,1699000,1
внедорожник 5 дв.,AUDI,чёрный,4.1,326,дизель,178000,2008,Q7,5.0,1088724662,автоматическая,Оригинал,полный,Левый,950000,1
седан,AUDI,серебристый,2.4,165,бензин,350000,1999,A4,4.0,1096405904,автоматическая,Оригинал,передний,Левый,140000,1
седан,AUDI,голубой,1.8,90,бензин,328691,1991,80,4.0,1100293662,механическая,Дубликат,передний,Левый,55000,1
седан,AUDI,чёрный,2.0,190,дизель,40000,2017,A6,4.0,1101619086,роботизированная,Оригинал,передний,Левый,2300000,1
седан,AUDI,серый,1.8,90,бензин,280000,1987,80,4.0,1101951621,механическая,Дубликат,передний,Левый,105000,1
внедорожник 5 дв.,BMW,синий,3.0,249,дизель,167000,2014,X3,5.0,1102035819,автоматическая,Оригинал,полный,Левый,1850000,1
седан,BMW,серый,3.0,188,бензин,233562,1987,7ER,4.0,1102077237,механическая,Оригинал,задний,Левый,105000,1
седан,BMW,синий,1.8,115,бензин,295000,1998,3ER,4.0,1102599926,автоматическая,Дубликат,задний,Левый,329000,1
